longitude	latitude	id	@id	brand	brand:el	brand:en	brand:wikidata	brand:wikipedia	building	currency:EUR	name	name:el	name:en	opening_hours	opening_hours:covid19	shop	addr:city	addr:housenumber	addr:postcode	addr:street	payment:cash	payment:debit_cards	phone	website	alt_name	addr:city:el	addr:city:en	addr:country	operator	branch	int_name	source	wheelchair	building:levels	delivery	email	addr:province	amenity	facebook	parking	twitter	payment:cards	payment:credit_cards	condition	level	organic	landuse	addr:district	short_name	short_name:en	contact:phone	addr:unit	vegan	old_name	payment:coins	payment:mastercard	payment:notes	payment:visa	recycling_type	name:de	name:ru	atm	indoor	cuisine	note	ref	addr:interpolation	toilets:wheelchair	addr:place	addr:neighborhood	name:int	contact:website	payment:credit_card	diet:vegan	start_date	clothes	description	internet_access	contact:facebook	contact:messenger	vegetarian	payment:bitcoin	name:ko	payment:american_express	payment:contactless	payment:diners_club	payment:visa_electron
23.8687058156121	38.0053669503868	way/232069332	way/232069332						yes		ΑΒ Βασιλόπουλος					supermarket																																																																							
23.71280215	37.9695494	way/232150280	way/232150280						yes		My market					supermarket	Αθήνα	38	11851	Τρώων																																																																			
23.7377537955707	38.0821829828111	way/232155176	way/232155176						yes	yes	My market			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.7384823614613	38.0961234150949	way/232874717	way/232874717	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes	yes	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		170		Πάρνηθος																																																																			
23.7186675261409	38.0106859000985	way/250553163	way/250553163	Γαλαξίας	Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)	supermarket	yes	Γαλαξίας	Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.7617522864385	38.067824100017	way/261269302	way/261269302	Lidl			Q151954	en:Lidl		yes	Lidl			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.7456031019549	38.0835968641662	way/261599835	way/261599835							yes	My market			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αχαρνές	323		Αριστοτέλους								GR																																																											
23.7434777	38.1066972	way/261749280	way/261749280						yes	yes	Κρητικός		Kritikos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αχαρνές			Θρακομακεδόνων			+30 2297025949;+30 2297027880;+30 2102400470	http://www.kritikos-sm.gr/												d.grammatikopoulos@anedik.com.gr	Αγριλέζα	parking	https://www.facebook.com/KritikosSuperMarket	surface	https://twitter.com/krhtikosmarket																																														
23.8587166060785	38.0269461004538	way/263137240	way/263137240						yes	yes	Σκλαβενίτης			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Γέρακας		15344	Αγίου Νεκταρίου	yes		21 0661 8100	sklavenitis.gr				GR					yes									yes	yes																																												
23.8003339865879	38.0873613785282	way/263520032	way/263520032	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.6481653595935	37.9394059471211	way/266925801	way/266925801	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	retail		Σκλαβενίτης	Σκλαβενίτης	Sklavenitis			supermarket	Πειραιάς	58	18535	Μπουμπουλίνας								GR																																																											
23.6564692381777	37.937062293771	way/270899700	way/270899700	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	retail		ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Πειραιάς	21	18533	Αλέξανδρου Παπαναστασίου			+302104223761 +302104223763	https://www.ab.gr/storedetails/kastella						ΚΑΣΤΕΛΛΑ																																																									
23.7263313294791	37.9665167287656	way/274618720	way/274618720						yes		My market					supermarket	Αθήνα	4	11742	Παρθενώνος								GR																good																																											
23.7564371982987	38.06127694991	way/274670397	way/274670397							yes	My Market			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.71984255	38.00281225	way/292795461	way/292795461	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																	limited												0	yes																																									
23.5892285082963	38.0553447208494	way/293348920	way/293348920						yes							supermarket													Σκλαβενίτης			bing																																																							
23.7900139941069	38.0139110499091	way/297295354	way/297295354	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Χαλάνδρι	5-7	15231	Λέσβου			+302106725284 +302106725285	https://www.ab.gr/storedetails/chalandri-2				GR		ΧΑΛΑΝΔΡΙ 2																																																									
23.7500681	38.09642495	way/298761090	way/298761090	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes	yes	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.794503130529	38.022653982826	way/300863910	way/300863910							yes	My Market			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Χαλάνδρι			Βασιλέως Γεωργίου Β'																																																																			
23.7419025788983	38.101253161734	way/300983340	way/300983340	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αχαρνές	38-40	13678	Καραμανλή			+302102476005	https://www.ab.gr/storedetails/menidi				GR																																																											
23.6859530334763	37.9477876775861	way/302581205	way/302581205	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Σκλαβενίτης	Sklavenitis			supermarket																																																																							
23.7074887154444	37.9673155313708	way/306295289	way/306295289	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Σκλαβενίτης	Sklavenitis			supermarket																																																																							
23.84999705	37.9865647	way/306813753	way/306813753	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	retail		ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Λαυρίου																																																																			
23.7494834904262	38.0251801999024	way/309573715	way/309573715	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	56-58		Συρακουσών			2102934988																																																																
23.7666524952074	38.0382015560909	way/332118011	way/332118011	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Δήμος Νέας Ιωνίας	53		Μουταλάσκη																																																																			
23.7447829860202	37.9883019223347	way/332572784	way/332572784	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	157		Μαυρομιχάλη																																																																			
23.7069854513864	37.9536403998689	way/360440900	way/360440900	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	commercial		Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Sa 08:00-21:00; Su 08:00-20:00		supermarket	Καλλιθέα	101		Δημοσθένους									Σκλαβενίτης					1																																																					
23.7242463	38.08521365	way/369836671	way/369836671						yes	yes	My market			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		99-101		Εθνικής Αντιστάσεως																																																																			
23.8109890402677	38.0181052369028	way/372973874	way/372973874	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes	yes	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																							
23.7111118396211	37.9257715124176	way/375202225	way/375202225	Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Σκλαβενίτης	Sklavenitis	Mo-Sa 08:00-21:00		supermarket																																																																							
23.7370230625978	37.9088744000233	way/386094572	way/386094572	Lidl			Q151954	en:Lidl	yes		Lidl					supermarket																																																																							
23.7201177689443	37.918971013979	way/386266157	way/386266157	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Άλιμος	93	17455	Λεωφόρος Καλαμακίου			+302109801905 +302109803356	https://www.ab.gr/storedetails/alimos				GR		ΑΛΙΜΟΣ																																																									
23.8088375223093	38.073969100199	way/386879820	way/386879820						yes	yes	Θανόπουλος			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Κηφισιά	6	14561	Δραγούμη			+302106233267	https://thanopoulos.gr/				GR		Κηφισιά																																																									
